サンプリング周波数,1000




Fx,Fy,Fz,Mx,My,Mz,同期信号,ExtIn1,ExtIn2
-7.629628E-1,1.525925E-1,-1.525925E-1,1.678518E-1,4.272591E-1,0.000000E+0,1,1,1
0.000000E+0,1.525925E-1,-3.051851E-1,3.204443E-1,3.662221E-1,3.051851E-2,1,1,1
-3.051851E-1,0.000000E+0,-3.051851E-1,2.899258E-1,3.204443E-1,-1.525925E-2,1,1,1
-7.629628E-1,1.525925E-1,-6.103702E-1,3.051851E-1,3.967406E-1,1.525925E-2,1,1,1
0.000000E+0,3.051851E-1,-7.629628E-1,2.899258E-1,3.051851E-1,1.525925E-2,1,1,1
-3.051851E-1,1.525925E-1,0.000000E+0,3.051851E-1,4.577776E-1,6.103702E-2,1,1,1
-9.155553E-1,0.000000E+0,0.000000E+0,2.594073E-1,3.509628E-1,3.051851E-2,1,1,1
-6.103702E-1,1.525925E-1,1.525925E-1,3.509628E-1,3.662221E-1,0.000000E+0,1,1,1
-3.051851E-1,1.525925E-1,-1.525925E-1,2.899258E-1,2.746666E-1,3.051851E-2,1,1,1
0.000000E+0,0.000000E+0,0.000000E+0,2.899258E-1,3.814814E-1,0.000000E+0,1,1,1
-1.525925E-1,4.577776E-1,0.000000E+0,3.357036E-1,2.441481E-1,3.051851E-2,1,1,1
-6.103702E-1,4.577776E-1,-1.525925E-1,3.357036E-1,3.509628E-1,1.525925E-2,1,1,1
-1.525925E-1,3.051851E-1,-3.051851E-1,3.051851E-1,3.967406E-1,-1.525925E-2,1,1,1
0.000000E+0,0.000000E+0,-3.051851E-1,3.357036E-1,3.662221E-1,1.525925E-2,1,1,1
-3.051851E-1,0.000000E+0,-1.525925E-1,3.051851E-1,3.051851E-1,4.577776E-2,1,1,1
-3.051851E-1,6.103702E-1,0.000000E+0,2.746666E-1,3.814814E-1,-1.525925E-2,1,1,1
-3.051851E-1,0.000000E+0,0.000000E+0,2.441481E-1,3.967406E-1,0.000000E+0,1,1,1
-4.577776E-1,4.577776E-1,-4.577776E-1,3.051851E-1,3.814814E-1,0.000000E+0,1,1,1
-6.103702E-1,3.051851E-1,0.000000E+0,3.967406E-1,3.509628E-1,3.051851E-2,1,1,1
-7.629628E-1,3.051851E-1,1.525925E-1,3.204443E-1,3.204443E-1,4.577776E-2,1,1,1
0.000000E+0,1.525925E-1,0.000000E+0,4.119999E-1,2.899258E-1,0.000000E+0,1,1,1
-3.051851E-1,3.051851E-1,-4.577776E-1,2.594073E-1,3.051851E-1,0.000000E+0,1,1,1
-3.051851E-1,3.051851E-1,0.000000E+0,2.594073E-1,2.288888E-1,0.000000E+0,1,1,1
-3.051851E-1,-3.051851E-1,-6.103702E-1,2.899258E-1,3.204443E-1,1.525925E-2,1,1,1
-1.525925E-1,1.525925E-1,-4.577776E-1,1.831111E-1,3.357036E-1,1.525925E-2,1,1,1
-6.103702E-1,0.000000E+0,0.000000E+0,3.051851E-1,2.441481E-1,3.051851E-2,1,1,1
-3.051851E-1,1.525925E-1,-1.525925E-1,2.899258E-1,4.272591E-1,6.103702E-2,1,1,1
-6.103702E-1,1.525925E-1,1.525925E-1,2.594073E-1,4.577776E-1,3.051851E-2,1,1,1
-4.577776E-1,1.525925E-1,-7.629628E-1,3.357036E-1,3.509628E-1,4.577776E-2,1,1,1
-3.051851E-1,3.051851E-1,3.051851E-1,3.357036E-1,2.594073E-1,7.629627E-2,1,1,1
-4.577776E-1,1.525925E-1,-1.525925E-1,3.357036E-1,3.357036E-1,1.525925E-2,1,1,1
0.000000E+0,0.000000E+0,-4.577776E-1,2.746666E-1,2.746666E-1,1.525925E-2,1,1,1
-1.525925E-1,6.103702E-1,-4.577776E-1,4.272591E-1,2.746666E-1,1.525925E-2,1,1,1
-6.103702E-1,0.000000E+0,-6.103702E-1,2.594073E-1,3.357036E-1,0.000000E+0,1,1,1
-4.577776E-1,1.525925E-1,1.525925E-1,3.357036E-1,2.441481E-1,3.051851E-2,1,1,1
-4.577776E-1,3.051851E-1,-6.103702E-1,3.357036E-1,2.136296E-1,0.000000E+0,1,1,1
-7.629628E-1,0.000000E+0,-3.051851E-1,2.441481E-1,2.441481E-1,1.525925E-2,1,1,1
-6.103702E-1,3.051851E-1,-3.051851E-1,2.441481E-1,2.441481E-1,4.577776E-2,1,1,1
-4.577776E-1,1.525925E-1,-1.525925E-1,2.594073E-1,3.051851E-1,4.577776E-2,1,1,1
-4.577776E-1,1.525925E-1,-4.577776E-1,2.288888E-1,3.204443E-1,0.000000E+0,1,1,1
-6.103702E-1,1.525925E-1,0.000000E+0,3.051851E-1,2.136296E-1,6.103702E-2,1,1,1
-4.577776E-1,1.525925E-1,1.525925E-1,3.051851E-1,2.594073E-1,-4.577776E-2,1,1,1
-4.577776E-1,3.051851E-1,1.525925E-1,3.051851E-1,2.899258E-1,4.577776E-2,1,1,1
0.000000E+0,0.000000E+0,-1.525925E-1,2.594073E-1,2.288888E-1,0.000000E+0,1,1,1
-7.629628E-1,4.577776E-1,-4.577776E-1,3.814814E-1,3.509628E-1,3.051851E-2,1,1,1
-6.103702E-1,6.103702E-1,-3.051851E-1,3.357036E-1,3.051851E-1,1.525925E-2,1,1,1
-3.051851E-1,1.525925E-1,-1.525925E-1,3.509628E-1,2.288888E-1,0.000000E+0,1,1,1
-1.525925E-1,1.525925E-1,-3.051851E-1,1.983703E-1,2.288888E-1,1.525925E-2,1,1,1
-3.051851E-1,1.525925E-1,-3.051851E-1,2.288888E-1,1.373333E-1,4.577776E-2,1,1,1
-3.051851E-1,0.000000E+0,-3.051851E-1,3.814814E-1,3.509628E-1,0.000000E+0,1,1,1
-4.577776E-1,0.000000E+0,-1.525925E-1,2.746666E-1,2.899258E-1,0.000000E+0,1,1,1
-1.525925E-1,4.577776E-1,-1.525925E-1,3.357036E-1,2.594073E-1,0.000000E+0,1,1,1
-3.051851E-1,0.000000E+0,-4.577776E-1,3.509628E-1,2.288888E-1,9.155553E-2,1,1,1
0.000000E+0,3.051851E-1,-4.577776E-1,3.051851E-1,2.746666E-1,0.000000E+0,1,1,1
-3.051851E-1,4.577776E-1,0.000000E+0,2.899258E-1,2.441481E-1,0.000000E+0,1,1,1
0.000000E+0,6.103702E-1,-1.525925E-1,2.441481E-1,2.288888E-1,0.000000E+0,1,1,1
-6.103702E-1,0.000000E+0,0.000000E+0,2.594073E-1,2.899258E-1,4.577776E-2,1,1,1
-6.103702E-1,1.525925E-1,-1.525925E-1,3.051851E-1,2.594073E-1,0.000000E+0,1,1,1
-1.525925E-1,6.103702E-1,-7.629628E-1,3.509628E-1,3.051851E-1,0.000000E+0,1,1,1
-9.155553E-1,3.051851E-1,-1.525925E-1,2.441481E-1,2.136296E-1,3.051851E-2,1,1,1
-1.525925E-1,3.051851E-1,-6.103702E-1,2.594073E-1,1.983703E-1,-1.525925E-2,1,1,1
-1.525925E-1,4.577776E-1,6.103702E-1,2.441481E-1,2.136296E-1,3.051851E-2,1,1,1
-3.051851E-1,3.051851E-1,-4.577776E-1,2.594073E-1,2.441481E-1,-1.525925E-2,1,1,1
0.000000E+0,3.051851E-1,3.051851E-1,2.594073E-1,2.136296E-1,1.525925E-2,1,1,1
-4.577776E-1,3.051851E-1,-3.051851E-1,1.831111E-1,1.983703E-1,-1.525925E-2,1,1,1
-4.577776E-1,1.525925E-1,0.000000E+0,2.594073E-1,2.594073E-1,4.577776E-2,1,1,1
-3.051851E-1,3.051851E-1,0.000000E+0,2.594073E-1,2.288888E-1,4.577776E-2,1,1,1
-4.577776E-1,1.525925E-1,-4.577776E-1,2.746666E-1,1.525925E-1,0.000000E+0,1,1,1
-7.629628E-1,0.000000E+0,0.000000E+0,2.288888E-1,1.525925E-1,1.525925E-2,1,1,1
-4.577776E-1,1.525925E-1,-7.629628E-1,2.594073E-1,2.288888E-1,3.051851E-2,1,1,1
-4.577776E-1,4.577776E-1,-1.525925E-1,2.594073E-1,1.678518E-1,0.000000E+0,1,1,1
-3.051851E-1,1.525925E-1,-1.525925E-1,2.594073E-1,2.594073E-1,-1.525925E-2,1,1,1
-3.051851E-1,6.103702E-1,1.525925E-1,2.594073E-1,1.373333E-1,0.000000E+0,1,1,1
-6.103702E-1,6.103702E-1,-6.103702E-1,1.983703E-1,2.746666E-1,6.103702E-2,1,1,1
-3.051851E-1,3.051851E-1,1.525925E-1,2.136296E-1,1.373333E-1,4.577776E-2,1,1,1
-6.103702E-1,0.000000E+0,0.000000E+0,1.983703E-1,1.220740E-1,-1.525925E-2,1,1,1
0.000000E+0,0.000000E+0,-1.525925E-1,2.594073E-1,2.594073E-1,-1.525925E-2,1,1,1
-4.577776E-1,3.051851E-1,0.000000E+0,2.136296E-1,1.068148E-1,7.629627E-2,1,1,1
-4.577776E-1,4.577776E-1,1.525925E-1,1.831111E-1,3.662221E-1,1.525925E-2,1,1,1
-4.577776E-1,6.103702E-1,0.000000E+0,2.136296E-1,1.525925E-1,7.629627E-2,1,1,1
-4.577776E-1,1.525925E-1,-1.525925E-1,1.983703E-1,2.441481E-1,0.000000E+0,1,1,1
0.000000E+0,4.577776E-1,0.000000E+0,1.373333E-1,2.136296E-1,0.000000E+0,1,1,1
-6.103702E-1,4.577776E-1,0.000000E+0,1.525925E-1,1.678518E-1,-3.051851E-2,1,1,1
-1.525925E-1,1.525925E-1,-3.051851E-1,2.899258E-1,2.746666E-1,1.525925E-2,1,1,1
-4.577776E-1,4.577776E-1,0.000000E+0,2.746666E-1,1.983703E-1,1.525925E-2,1,1,1
-3.051851E-1,0.000000E+0,0.000000E+0,2.899258E-1,1.373333E-1,0.000000E+0,1,1,1
-4.577776E-1,7.629628E-1,0.000000E+0,2.441481E-1,1.678518E-1,3.051851E-2,1,1,1
-7.629628E-1,3.051851E-1,0.000000E+0,2.594073E-1,2.136296E-1,0.000000E+0,1,1,1
-4.577776E-1,6.103702E-1,-3.051851E-1,3.204443E-1,6.103702E-2,0.000000E+0,1,1,1
-4.577776E-1,4.577776E-1,0.000000E+0,1.983703E-1,2.136296E-1,4.577776E-2,1,1,1
-1.525925E-1,3.051851E-1,-4.577776E-1,1.678518E-1,7.629627E-2,-1.525925E-2,1,1,1
-4.577776E-1,3.051851E-1,-6.103702E-1,2.441481E-1,1.220740E-1,1.525925E-2,1,1,1
0.000000E+0,0.000000E+0,-1.525925E-1,2.136296E-1,1.068148E-1,0.000000E+0,1,1,1
-1.068148E+0,1.525925E-1,-1.525925E-1,1.525925E-1,1.068148E-1,0.000000E+0,1,1,1
-4.577776E-1,6.103702E-1,0.000000E+0,1.831111E-1,1.068148E-1,1.525925E-2,1,1,1
-6.103702E-1,4.577776E-1,0.000000E+0,2.288888E-1,1.373333E-1,1.525925E-2,1,1,1
